D:\MassHunter\GCMS\1\data\2025\Quentin\QD_250515_MONITORING_OMe_24h_3uL_inj.D Fri May 16 14:56:27 2025
Start of data points
6.04265	35465
6.04837	31125
6.05410	25427
6.05982	24376
6.06553	23268
6.07127	21032
6.07698	23425
6.08270	28157
6.08843	66014
6.09415	165733
6.09987	334174
6.10560	484668
6.11132	493434
6.11703	338576
6.12277	186918
6.12848	102614
6.13420	65913
6.13993	55804
6.14565	44440
6.15137	34535
6.15710	28814
6.16282	25456
6.16853	31528
6.17427	30449
6.17998	28048
6.18570	28742
6.19143	31813
6.19715	41657
6.20287	49673
6.20860	44174
6.21432	39659
6.22003	31231
6.22577	25576
6.23148	23217
6.23720	20611
6.24292	17274
6.24865	16713
6.25437	13409
6.26008	12481
6.26582	13471
6.27153	15767
6.27725	15968
6.28298	15125
6.28870	12371
6.29442	10398
6.30015	9353
6.30587	10218
6.31158	10417
6.31732	10780
6.32303	9220
6.32875	8577
6.33448	6740
6.34020	7149
6.34592	5592
6.35165	4188
6.35737	5308
6.36308	6216
6.36882	6014
6.37453	4883
6.38025	5855
6.38598	6835
6.39170	5762
6.39742	7732
6.40313	5892
6.40887	6894
6.41458	6398
6.42030	6176
6.42603	6864
6.43175	7291
6.43747	7584
6.44320	8116
6.44892	6596
6.45463	5731
6.46037	5866
6.46608	5066
6.47180	5053
6.47753	5470
6.48325	6678
6.48897	5953
6.49470	5729
6.50042	6454
6.50613	6453
6.51187	9115
6.51758	9688
6.52330	11101
6.52903	9053
6.53475	6249
6.54047	6291
6.54620	6654
6.55192	7463
6.55763	6419
6.56337	7460
6.56908	7225
6.57480	9028
6.58053	8703
6.58625	9735
6.59197	10873
6.59768	7885
6.60342	9019
6.60913	8411
6.61485	9494
6.62058	9211
6.62630	8791
6.63202	8080
6.63775	7066
6.64347	6657
6.64918	6578
6.65492	7253
6.66063	6284
6.66635	6993
6.67208	7276
6.67780	6465
6.68352	6422
6.68925	8692
6.69497	12819
6.70068	22764
6.70642	30788
6.71213	34303
6.71785	30135
6.72358	21587
6.72930	13550
6.73502	9799
6.74075	9393
6.74647	8882
6.75218	10149
6.75792	10743
6.76363	10096
6.76935	9060
6.77507	9034
6.78080	9667
6.78652	10005
6.79223	11184
6.79797	11815
6.80368	10862
6.80940	11213
6.81513	9860
6.82085	9386
6.82657	8859
6.83230	9142
6.83802	9708
6.84373	9034
6.84947	8868
6.85518	6306
6.86090	5541
6.86663	5297
6.87235	5813
6.87807	3992
6.88380	4789
6.88952	4909
6.89523	5105
6.90097	6110
6.90668	6273
6.91240	5133
6.91813	5193
6.92385	4101
6.92957	4247
6.93530	4371
6.94102	5391
6.94673	4515
6.95245	6521
6.95818	7600
6.96390	9349
6.96962	9697
6.97535	9329
6.98107	6942
6.98678	4954
6.99252	5023
6.99823	4477
7.00395	4643
7.00968	4973
7.01540	4944
7.02112	5408
7.02685	4506
7.03257	3898
7.03828	2695
7.04402	3136
7.04973	3575
7.05545	3421
7.06118	3718
7.06690	5303
7.07262	5334
7.07835	3403
7.08407	3907
7.08978	3226
7.09552	2275
7.10123	2978
7.10695	2684
7.11268	2879
7.11840	3691
7.12412	4542
7.12983	2843
7.13557	3320
7.14128	3506
7.14700	2730
7.15273	3227
7.15845	3107
7.16417	2862
7.16990	3496
7.17562	2715
7.18133	2291
7.18707	2797
7.19278	3093
7.19850	2998
7.20423	3182
7.20995	3969
7.21567	4977
7.22140	6072
7.22712	5025
7.23283	3362
7.23857	2369
7.24428	2750
7.25000	3067
7.25573	3480
7.26145	3939
7.26717	3919
7.27290	4952
7.27862	6531
7.28433	5499
7.29007	6049
7.29578	3868
7.30150	3838
7.30723	3642
7.31295	3280
7.31867	3799
7.32438	5100
7.33012	5198
7.33583	4971
7.34155	3323
7.34728	3620
7.35300	3023
7.35872	3028
7.36445	2831
7.37017	2387
7.37588	2553
7.38162	1887
7.38733	2753
7.39305	2312
7.39878	3511
7.40450	2971
7.41022	3440
7.41595	3564
7.42167	3027
7.42738	2887
7.43312	1982
7.43883	2584
7.44455	2771
7.45028	2573
7.45600	3138
7.46172	3935
7.46745	5462
7.47317	12238
7.47888	22781
7.48462	36980
7.49033	44838
7.49605	40619
7.50177	28005
7.50750	17053
7.51322	9570
7.51893	8197
7.52467	8020
7.53038	7304
7.53610	8409
7.54183	6936
7.54755	7251
7.55327	6709
7.55900	5175
7.56472	4733
7.57043	4714
7.57617	3958
7.58188	3538
7.58760	3172
7.59333	2246
7.59905	2987
7.60477	2587
7.61050	2938
7.61622	2675
7.62193	3358
7.62767	3662
7.63338	3548
7.63910	3301
7.64483	2704
7.65055	2129
7.65627	3521
7.66200	2978
7.66772	3693
7.67343	2925
7.67915	3120
7.68488	3756
7.69060	3357
7.69632	3913
7.70205	3963
7.70777	3372
7.71348	3209
7.71922	2161
7.72493	2783
7.73065	2838
7.73638	3332
7.74210	2783
7.74782	3905
7.75355	4063
7.75927	3491
7.76498	2821
7.77072	2711
7.77643	2284
7.78215	2926
7.78788	2570
7.79360	2909
7.79932	2944
7.80505	2471
7.81077	2734
7.81648	1916
7.82222	2880
7.82793	2879
7.83365	2085
7.83938	1828
7.84510	1802
7.85082	1878
7.85653	1954
7.86227	1874
7.86798	2049
7.87370	1695
7.87943	2385
7.88515	1584
7.89087	2071
7.89660	2899
7.90232	2054
7.90803	2079
7.91377	2012
7.91948	1847
7.92520	1854
7.93093	2358
7.93665	2034
7.94237	2356
7.94810	2363
7.95382	2132
7.95953	2096
7.96527	2733
7.97098	2102
7.97670	1623
7.98243	2380
7.98815	2312
7.99387	2025
7.99960	2523
8.00532	2087
8.01103	2360
8.01677	2712
8.02248	1852
8.02820	2364
8.03393	3102
8.03965	2817
8.04537	2203
8.05108	2354
8.05682	3059
8.06253	3314
8.06825	2471
8.07398	2404
8.07970	2902
8.08542	3276
8.09115	2913
8.09687	3398
8.10258	3418
8.10832	2078
8.11403	3242
8.11975	2769
8.12548	2456
8.13120	3409
8.13692	3377
8.14265	3935
8.14837	4087
8.15408	6661
8.15982	9715
8.16553	14701
8.17125	15523
8.17698	18628
8.18270	14487
8.18842	12315
8.19415	10990
8.19987	6591
8.20558	5864
8.21130	4161
8.21703	3614
8.22275	2712
8.22847	2008
8.23420	2692
8.23992	2539
8.24563	2758
8.25137	1926
8.25708	2343
8.26280	2510
8.26853	2540
8.27425	2846
8.27997	3433
8.28570	3351
8.29142	3699
8.29713	2478
8.30287	2199
8.30858	2494
8.31430	2333
8.32003	1825
8.32575	2553
8.33147	2636
8.33720	2616
8.34292	1590
8.34863	2095
8.35437	2234
8.36008	2790
8.36580	2497
8.37153	3605
8.37725	3828
8.38297	2709
8.38870	2584
8.39442	2948
8.40013	2351
8.40585	1814
8.41158	2303
8.41730	2211
8.42302	2092
8.42875	2422
8.43447	2127
8.44018	3735
8.44592	3169
8.45163	2423
8.45735	2571
8.46308	2409
8.46880	2165
8.47452	2953
8.48025	2212
8.48597	2255
8.49168	2199
8.49742	1743
8.50313	1741
8.50885	2748
8.51458	1541
8.52030	1625
8.52602	1903
8.53175	2023
8.53747	2316
8.54318	2448
8.54892	2572
8.55463	3451
8.56035	3395
8.56608	4019
8.57180	3200
8.57752	3373
8.58323	2948
8.58897	1523
8.59468	2012
8.60040	2095
8.60613	2587
8.61185	2822
8.61757	2483
8.62330	1939
8.62902	2586
8.63473	1819
8.64047	2576
8.64618	2626
8.65190	2427
8.65763	2607
8.66335	2798
8.66907	2293
8.67480	2435
8.68052	1984
8.68623	1987
8.69197	2280
8.69768	2529
8.70340	1526
8.70913	2936
8.71485	1604
8.72057	2293
8.72630	1897
8.73202	1650
8.73773	2186
8.74347	2136
8.74918	3677
8.75490	4597
8.76062	9213
8.76635	11041
8.77207	12655
8.77778	11267
8.78352	9000
8.78923	6167
8.79495	4342
8.80068	3663
8.80640	3106
8.81212	2605
8.81785	3824
8.82357	3515
8.82928	4048
8.83502	4099
8.84073	3485
8.84645	2289
8.85218	2123
8.85790	2977
8.86362	1648
8.86935	1626
8.87507	2339
8.88078	2711
8.88652	2401
8.89223	1926
8.89795	2132
8.90368	2995
8.90940	2201
8.91512	2401
8.92085	2037
8.92657	1881
8.93228	2469
8.93800	2373
8.94373	1595
8.94945	2741
8.95517	2022
8.96090	2015
8.96662	2857
8.97233	2066
8.97807	2350
8.98378	2175
8.98950	1287
8.99523	2312
9.00095	1704
9.00667	1590
9.01240	2245
9.01812	2689
9.02383	1553
9.02957	1829
9.03528	2517
9.04100	2923
9.04673	2510
9.05245	3002
9.05817	1414
9.06390	2708
9.06962	1899
9.07533	2469
9.08107	1854
9.08678	2353
9.09250	1892
9.09823	2492
9.10395	2396
9.10967	1412
9.11540	2553
9.12112	2850
9.12683	2553
9.13255	2349
9.13828	2891
9.14400	3535
9.14972	5176
9.15545	6597
9.16117	6587
9.16688	6596
9.17262	5467
9.17833	3629
9.18405	2451
9.18978	2943
9.19550	2226
9.20122	2251
9.20695	1439
9.21267	1898
9.21838	2241
9.22412	1955
9.22983	2435
9.23555	1937
9.24128	1703
9.24700	1413
9.25272	1786
9.25845	2295
9.26417	2875
9.26988	3449
9.27562	2905
9.28133	3673
9.28705	2623
9.29278	2308
9.29850	2104
9.30422	2432
9.30993	2214
9.31567	1847
9.32138	2284
9.32710	1819
9.33283	1531
9.33855	2953
9.34427	2666
9.35000	3539
9.35572	2781
9.36143	3286
9.36717	2505
9.37288	2102
9.37860	2109
9.38433	2904
9.39005	1395
9.39577	1422
9.40150	2132
9.40722	1695
9.41293	1560
9.41867	2293
9.42438	2654
9.43010	2479
9.43583	2976
9.44155	2844
9.44727	2222
9.45300	2411
9.45872	2223
9.46443	2667
9.47017	2672
9.47588	1770
9.48160	917
9.48732	1955
9.49305	2490
9.49877	2116
9.50448	1783
9.51022	1475
9.51593	2227
9.52165	1895
9.52738	1689
