D:\MassHunter\GCMS\1\data\2025\Quentin\QD_250515_MONITORING_NMe2_24h_3uL_inj.D Fri May 16 16:04:25 2025
Start of data points
6.04295,37731
6.04867,33928
6.05438,29015
6.06012,25197
6.06583,22701
6.07155,21135
6.07728,22739
6.08300,27274
6.08872,66305
6.09445,163755
6.10017,339980
6.10588,489696
6.11162,505975
6.11733,358856
6.12305,194521
6.12877,102236
6.13450,67409
6.14022,54952
6.14593,44563
6.15167,36731
6.15738,28297
6.16310,28523
6.16883,31051
6.17455,30030
6.18027,28709
6.18600,28295
6.19172,32488
6.19743,42083
6.20317,49536
6.20888,46862
6.21460,38301
6.22033,30867
6.22605,28490
6.23177,24072
6.23750,20837
6.24322,18805
6.24893,17151
6.25467,14459
6.26038,15034
6.26610,13454
6.27183,16252
6.27755,16761
6.28327,15180
6.28900,13607
6.29472,11071
6.30043,11574
6.30615,10918
6.31188,11353
6.31760,10824
6.32332,9414
6.32905,8284
6.33477,8941
6.34048,7767
6.34622,7168
6.35193,6256
6.35765,6220
6.36338,5676
6.36910,5462
6.37482,5812
6.38055,6650
6.38627,6742
6.39198,5856
6.39772,8394
6.40343,6851
6.40915,7119
6.41488,7973
6.42060,8268
6.42632,7387
6.43205,6403
6.43777,8104
6.44348,8947
6.44922,7505
6.45493,5764
6.46065,4847
6.46638,5759
6.47210,6672
6.47782,6702
6.48355,6610
6.48927,6367
6.49498,7467
6.50070,7250
6.50643,7655
6.51215,9753
6.51787,10490
6.52360,10749
6.52932,9141
6.53503,7570
6.54077,6532
6.54648,7872
6.55220,7018
6.55793,7729
6.56365,7413
6.56937,8057
6.57510,9524
6.58082,9635
6.58653,8707
6.59227,9115
6.59798,10600
6.60370,8297
6.60943,11028
6.61515,8880
6.62087,9461
6.62660,10163
6.63232,8150
6.63803,8825
6.64377,8175
6.64948,7849
6.65520,7175
6.66093,7235
6.66665,7463
6.67237,8175
6.67808,6296
6.68382,6899
6.68953,7892
6.69525,12900
6.70098,22237
6.70670,32536
6.71242,34641
6.71815,30695
6.72387,21400
6.72958,14202
6.73532,11177
6.74103,9774
6.74675,10184
6.75248,9680
6.75820,12066
6.76392,11082
6.76965,10718
6.77537,10424
6.78108,10128
6.78682,10177
6.79253,10073
6.79825,11500
6.80398,10589
6.80970,10353
6.81542,10347
6.82115,10194
6.82687,10710
6.83258,10752
6.83832,10085
6.84403,9352
6.84975,7944
6.85547,6731
6.86120,5041
6.86692,6302
6.87263,5762
6.87837,5262
6.88408,4702
6.88980,4799
6.89553,6849
6.90125,6007
6.90697,5778
6.91270,6544
6.91842,5737
6.92413,4321
6.92987,5419
6.93558,5710
6.94130,4990
6.94703,5491
6.95275,5983
6.95847,7935
6.96420,9519
6.96992,9092
6.97563,9022
6.98137,6951
6.98708,6404
6.99280,5256
6.99853,4973
7.00425,4506
7.00997,3940
7.01570,6429
7.02142,4127
7.02713,4948
7.03285,5085
7.03858,3882
7.04430,4200
7.05002,3061
7.05575,4007
7.06147,4688
7.06718,4255
7.07292,5006
7.07863,3845
7.08435,4404
7.09008,3951
7.09580,3413
7.10152,3011
7.10725,2630
7.11297,3354
7.11868,3220
7.12442,3112
7.13013,3608
7.13585,2848
7.14158,3904
7.14730,3670
7.15302,3054
7.15875,3022
7.16447,2498
7.17018,2431
7.17592,2434
7.18163,2529
7.18735,3327
7.19308,2906
7.19880,3869
7.20452,4262
7.21023,4534
7.21597,6246
7.22168,5092
7.22740,4791
7.23313,4136
7.23885,3603
7.24457,3091
7.25030,2785
7.25602,3049
7.26173,4256
7.26747,4362
7.27318,5803
7.27890,7074
7.28463,6018
7.29035,4917
7.29607,4186
7.30180,3455
7.30752,3419
7.31323,4304
7.31897,4059
7.32468,4824
7.33040,5466
7.33613,5233
7.34185,4545
7.34757,4217
7.35330,2831
7.35902,3523
7.36473,2858
7.37047,2166
7.37618,3152
7.38190,3269
7.38762,3091
7.39335,2270
7.39907,3195
7.40478,2911
7.41052,4159
7.41623,2271
7.42195,2465
7.42768,2625
7.43340,2942
7.43912,2812
7.44485,2402
7.45057,2506
7.45628,3808
7.46202,4127
7.46773,9509
7.47345,22123
7.47918,48479
7.48490,79542
7.49062,96558
7.49635,96116
7.50207,70794
7.50778,41551
7.51352,22479
7.51923,14659
7.52495,14444
7.53068,16283
7.53640,17658
7.54212,15988
7.54785,16039
7.55357,12572
7.55928,8675
7.56500,8398
7.57073,7253
7.57645,5471
7.58217,4573
7.58790,3682
7.59362,3718
7.59933,3531
7.60507,3181
7.61078,3825
7.61650,3283
7.62223,4116
7.62795,4252
7.63367,3175
7.63940,3315
7.64512,3951
7.65083,3316
7.65657,3252
7.66228,2097
7.66800,3094
7.67373,3285
7.67945,3587
7.68517,3182
7.69090,3508
7.69662,4148
7.70233,3882
7.70807,3514
7.71378,3377
7.71950,3459
7.72523,3209
7.73095,2802
7.73667,3291
7.74240,3151
7.74812,3589
7.75383,4795
7.75955,4385
7.76528,3528
7.77100,3174
7.77672,3678
7.78245,2826
7.78817,2800
7.79388,2673
7.79962,3037
7.80533,2164
7.81105,2736
7.81678,3028
7.82250,2080
7.82822,1828
7.83395,2396
7.83967,1951
7.84538,2555
7.85112,1745
7.85683,2063
7.86255,2156
7.86828,2106
7.87400,2025
7.87972,2053
7.88545,2388
7.89117,2612
7.89688,2651
7.90262,2326
7.90833,2383
7.91405,2475
7.91978,2593
7.92550,1913
7.93122,2854
7.93693,2001
7.94267,1987
7.94838,2652
7.95410,2961
7.95983,2947
7.96555,3166
7.97127,3052
7.97700,2297
7.98272,2140
7.98843,2220
7.99417,2737
7.99988,2770
8.00560,2317
8.01133,2616
8.01705,1801
8.02277,2704
8.02850,3073
8.03422,2540
8.03993,2883
8.04567,2859
8.05138,2568
8.05710,2416
8.06283,2778
8.06855,2916
8.07427,2993
8.08000,2527
8.08572,3768
8.09143,2879
8.09717,1999
8.10288,2818
8.10860,3085
8.11432,2968
8.12005,3206
8.12577,2403
8.13148,2938
8.13722,3547
8.14293,4548
8.14865,5009
8.15438,8458
8.16010,12525
8.16582,14655
8.17155,18239
8.17727,19494
8.18298,19078
8.18872,15899
8.19443,11499
8.20015,7917
8.20588,5746
8.21160,4668
8.21732,3966
8.22305,3193
8.22877,2499
8.23448,2137
8.24022,2980
8.24593,3013
8.25165,2719
8.25738,3692
8.26310,3517
8.26882,2121
8.27455,2735
8.28027,2858
8.28598,3539
8.29170,2539
8.29743,2380
8.30315,2396
8.30887,1680
8.31460,2181
8.32032,2898
8.32603,2494
8.33177,2698
8.33748,2130
8.34320,3235
8.34893,2506
8.35465,3148
8.36037,3702
8.36610,3150
8.37182,3660
8.37753,3948
8.38327,3100
8.38898,4303
8.39470,2728
8.40043,2417
8.40615,2981
8.41187,2375
8.41760,2476
8.42332,2248
8.42903,2434
8.43477,2870
8.44048,2638
8.44620,4079
8.45193,2761
8.45765,2648
8.46337,3193
8.46910,2901
8.47482,2355
8.48053,2055
8.48625,2987
8.49198,3380
8.49770,3260
8.50342,2195
8.50915,1982
8.51487,2552
8.52058,2363
8.52632,2378
8.53203,2159
8.53775,2582
8.54348,3490
8.54920,3084
8.55492,4589
8.56065,4462
8.56637,4249
8.57208,3768
8.57782,2326
8.58353,2701
8.58925,2695
8.59498,2632
8.60070,2592
8.60642,2328
8.61215,1882
8.61787,2368
8.62358,2032
8.62932,1827
8.63503,1639
8.64075,3169
8.64647,2699
8.65220,3412
8.65792,3550
8.66363,3106
8.66937,2699
8.67508,1874
8.68080,2311
8.68653,3374
8.69225,2755
8.69797,2399
8.70370,2966
8.70942,2090
8.71513,2380
8.72087,2361
8.72658,3340
8.73230,2700
8.73803,2825
8.74375,3235
8.74947,3348
8.75520,5091
8.76092,9954
8.76663,11365
8.77237,13484
8.77808,11605
8.78380,9656
8.78953,7182
8.79525,5312
8.80097,3955
8.80670,3857
8.81242,4322
8.81813,4203
8.82387,3551
8.82958,5029
8.83530,4242
8.84102,3673
8.84675,3615
8.85247,1971
8.85818,3540
8.86392,3076
8.86963,3248
8.87535,2310
8.88108,3300
8.88680,3594
8.89252,2504
8.89825,3019
8.90397,3018
8.90968,3178
8.91542,1522
8.92113,2390
8.92685,1647
8.93258,2004
8.93830,3125
8.94402,1916
8.94975,2480
8.95547,2149
8.96118,3211
8.96692,2457
8.97263,2495
8.97835,2106
8.98408,1795
8.98980,2290
