50.1147	2.939e3
50.1778	3.012e3
50.2410	3.154e3
50.3041	3.194e3
50.3673	3.158e3
50.4304	3.063e3
50.4935	2.845e3
50.5567	2.707e3
50.6198	3.783e3
50.6830	2.741e3
50.7461	3.046e3
50.8093	2.946e3
50.8724	2.921e3
50.9355	2.903e3
50.9987	3.319e3
51.0618	3.748e3
51.1250	3.143e3
51.1881	3.093e3
51.2513	3.075e3
51.3144	3.853e3
51.3776	3.110e3
51.4407	3.306e3
51.5039	3.257e3
51.5670	2.975e3
51.6301	2.842e3
51.6933	2.734e3
51.7564	2.783e3
51.8196	2.985e3
51.8827	2.981e3
51.9459	2.912e3
52.0090	3.016e3
52.0722	3.018e3
52.1353	3.011e3
52.1985	2.999e3
52.2616	3.858e3
52.3248	3.053e3
52.3879	2.980e3
52.4511	3.224e3
52.5142	3.224e3
52.5774	3.113e3
52.6406	3.109e3
52.7037	2.950e3
52.7669	2.857e3
52.8300	2.720e3
52.8932	3.030e3
52.9563	3.113e3
53.0195	2.929e3
53.0826	3.002e3
53.1458	3.003e3
53.2090	2.942e3
53.2721	3.623e3
53.3353	4.276e3
53.3984	3.190e3
53.4616	3.083e3
53.5247	3.233e3
53.5879	3.227e3
53.6511	3.408e3
53.7142	4.458e3
53.7774	3.480e3
53.8405	4.914e3
53.9037	5.695e3
53.9669	4.511e3
54.0300	4.540e3
54.0932	5.865e3
54.1563	6.766e3
54.2195	8.098e3
54.2827	8.109e3
54.3458	1.496e4
54.4090	2.005e4
54.4721	2.049e4
54.5353	2.966e4
54.5985	3.938e4
54.6616	6.527e4
54.7248	1.030e5
54.7880	1.712e5
54.8511	3.212e5
54.9143	7.349e5
54.9775	1.639e6
55.0406	2.573e6
55.1038	3.037e6
55.1670	3.534e6
55.2301	4.746e6
55.2933	5.661e6
55.3565	5.230e6
55.4196	4.317e6
55.4828	4.883e6
55.5460	5.239e6
55.6091	3.205e6
55.6723	3.196e6
55.7355	1.755e6
55.7987	4.918e5
55.8618	2.239e5
55.9250	1.594e5
55.9882	1.421e5
56.0513	1.174e5
56.1145	1.163e5
56.1777	1.002e5
56.2409	1.336e5
56.3040	1.266e5
56.3672	1.049e5
56.4304	9.052e4
56.4935	1.056e5
56.5567	1.008e5
56.6199	7.125e4
56.6831	6.446e4
56.7463	5.503e4
56.8094	3.418e4
56.8726	3.327e4
56.9358	3.345e4
56.9990	2.986e4
57.0621	2.811e4
57.1253	3.066e4
57.1885	3.175e4
57.2517	2.627e4
57.3148	3.447e4
57.3780	3.260e4
57.4412	2.442e4
57.5044	2.698e4
57.5676	2.613e4
57.6307	2.579e4
57.6939	1.540e4
57.7571	1.330e4
57.8203	1.637e4
57.8835	1.304e4
57.9467	9.517e3
